Champions,SpellId,SpellName,SpellSlot,Airborne,ForcedAction,Root,Sleep,Stasis,Stun,Supression,Polymorph,Slow,Cripple,Ground,Kinematics,Nearsight,Silence,Drowsy,Blind,AutoTargeted,DirectionFixedDistance,LocationTargeted,UnitTargeted,MiniUnitTargeted,TerrainTargeted,Blink,Reset,Execute,Finisher,InvulnerabilityUntargetableVanished,BlockedByChampion,BlockedByMinion,BlocksAuto,BlocksProjectiles,MultipleCharges,MovementsBuff,PointAndClick,NormalShield,MagicShield,SpellShield,PhysicalShield,AutoReset,PhysicalDamage,MagicDamage,TrueDamage,Temp
Malzahar,MalzaharW,Void Swarm,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Malzahar,MalzaharE,Malefic Visions,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Malzahar,MalzaharR,Nether Grasp,R,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Maokai,Maokai_Passive.png,Sap Magic,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Maokai,MaokaiQ,Bramble Smash,Q,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Maokai,MaokaiW,Twisted Advance,W,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,
Maokai,MaokaiE,Sapling Toss,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Maokai,MaokaiR,Nature's Grasp,R,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Master Yi,MasterYi_Passive1.png,Double Strike,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master Yi,AlphaStrike,Alpha Strike,Q,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,,,,,1,,,,,,1,,,
Master Yi,Meditate,Meditate,W,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,
Master Yi,WujuStyle,Wuju Style,E,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
Master Yi,Highlander,Highlander,R,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,
Mel,Mel_Passive.png,Searing Brilliance,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel,MelQ,Radiant Volley,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Mel,MelW,Rebuttal,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,1,,
Mel,MelE,Solar Snare,E,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Mel,MelR,Golden Eclipse,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Milio,Milio_P.png,Fired Up!,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milio,MilioQ,Ultra Mega Fire Kick,Q,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Milio,MilioW,Cozy Campfire,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Milio,MilioE,Warm Hugs,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,
Milio,MilioR,Breath of Life,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Fortune,MissFortune_W.png,Love Tap,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Fortune,MissFortuneRicochetShot,Double Up,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Miss Fortune,MissFortuneViciousStrikes,Strut,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Miss Fortune,MissFortuneScattershot,Make It Rain,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Miss Fortune,MissFortuneBulletTime,Bullet Time,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Mordekaiser,MordekaiserPassive.png,Darkness Rise,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Mordekaiser,MordekaiserQ,Obliterate,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Mordekaiser,MordekaiserW,Indestructible,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mordekaiser,MordekaiserE,Death's Grasp,E,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Mordekaiser,MordekaiserR,Realm of Death,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Morgana,FallenAngel_Empathize.png,Soul Siphon,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgana,MorganaQ,Dark Binding,Q,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Morgana,MorganaW,Tormented Shadow,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Morgana,MorganaE,Black Shield,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,
Morgana,MorganaR,Soul Shackles,R,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Naafiri,Icons_Naafiri_P.png,We Are More,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naafiri,NaafiriQ,Darkin Daggers,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Naafiri,NaafiriR,The Call of the Pack,W,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,
Naafiri,NaafiriE,Eviscerate,E,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Naafiri,NaafiriW,Hounds' Pursuit,R,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,1,,,
Nami,NamiPassive.png,Surging Tides,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Nami,NamiQ,Aqua Prison,Q,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Nami,NamiW,Ebb and Flow,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Nami,NamiE,Tidecaller's Blessing,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Nami,NamiR,Tidal Wave,R,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Nasus,Nasus_Passive.png,Soul Eater,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasus,NasusQ,Siphoning Strike,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Nasus,NasusW,Wither,W,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Nasus,NasusE,Spirit Fire,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Nasus,NasusR,Fury of the Sands,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Nautilus,Nautilus_StaggeringBlow.png,Staggering Blow,P,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,NautilusAnchorDrag,Dredge Line,Q,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,
Nautilus,NautilusPiercingGaze,Titan's Wrath,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,
Nautilus,NautilusSplashZone,Riptide,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Nautilus,NautilusGrandLine,Depth Charge,R,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Neeko,Neeko_P.png,Inherent Glamour,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neeko,NeekoQ,Blooming Burst,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Neeko,NeekoW,Shapesplitter,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Neeko,NeekoE,Tangle-Barbs,E,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Neeko,NeekoR,Pop Blossom,R,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Nidalee,Nidalee_Passive.png,Prowl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Nidalee,JavelinToss,Javelin Toss / Takedown,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,
Nidalee,Bushwhack,Bushwhack / Pounce,W,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,
Nidalee,PrimalSurge,Primal Surge / Swipe,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Nidalee,AspectOfTheCougar,Aspect Of The Cougar,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilah,NIlahP.png,Joy Unending,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Nilah,NilahQ,Formless Blade,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,
Nilah,NilahW,Jubilant Veil,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
Nilah,NilahE,Slipstream,E,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,1,1,,,
Nilah,NilahR,Apotheosis,R,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,
Nocturne,Nocturne_UmbraBlades.png,Umbra Blades,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nocturne,NocturneDuskbringer,Duskbringer,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Nocturne,NocturneShroudofDarkness,Shroud of Darkness,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Nocturne,NocturneUnspeakableHorror,Unspeakable Horror,E,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,
Nocturne,NocturneParanoia,Paranoia,R,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,
Nunu & Willump,NunuPassive.png,Call of the Freljord,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Nunu & Willump,NunuQ,Consume,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,
Nunu & Willump,NunuW,Biggest Snowball Ever!,W,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Nunu & Willump,NunuE,Snowball Barrage,E,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,
Nunu & Willump,NunuR,Absolute Zero,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,
Olaf,Olaf_Passive.png,Berserker Rage,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olaf,OlafAxeThrowCast,Undertow,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Olaf,OlafFrenziedStrikes,Tough It Out,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
Olaf,OlafRecklessStrike,Reckless Swing,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
Olaf,OlafRagnarok,Ragnarok,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Orianna,OriannaPassive.png,Clockwork Windup,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orianna,OrianaIzunaCommand,Command: Attack,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Orianna,OrianaDissonanceCommand,Command: Dissonance,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Orianna,OrianaRedactCommand,Command: Protect,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,
Orianna,OrianaDetonateCommand,Command: Shockwave,R,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Ornn,OrnnP.png,Living Forge,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornn,OrnnQ,Volcanic Rupture,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Ornn,OrnnW,Bellows Breath,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Ornn,OrnnE,Searing Charge,E,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Ornn,OrnnR,Call of the Forge God,R,1,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
Pantheon,Pantheon_Passive.png,Mortal Will,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantheon,PantheonQ,Comet Spear,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Pantheon,PantheonW,Shield Vault,W,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,
Pantheon,PantheonE,Aegis Assault,E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,
Pantheon,PantheonR,Grand Starfall,R,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,1,,
Poppy,Poppy_Passive.png,Iron Ambassador,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Poppy,PoppyQ,Hammer Shock,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Poppy,PoppyW,Steadfast Presence,W,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Poppy,PoppyE,Heroic Charge,E,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,
Poppy,PoppyR,Keeper's Verdict,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Pyke,PykePassive.png,Gift of the Drowned Ones,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyke,PykeQ,Bone Skewer,Q,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Pyke,PykeW,Ghostwater Dive,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Pyke,PykeE,Phantom Undertow,E,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Pyke,PykeR,Death From Below,R,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,
Qiyana,Qiyana_Passive.png,Royal Privilege,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qiyana,QiyanaQ,Elemental Wrath / Edge of Ixtal,Q,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Qiyana,QiyanaW,Terrashape,W,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,
Qiyana,QiyanaE,Audacity,E,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,
Qiyana,QiyanaR,Supreme Display of Talent,R,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Quinn,Quinn_Passive.png,Harrier,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinn,QuinnQ,Blinding Assault,Q,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Quinn,QuinnW,Heightened Senses,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Quinn,QuinnE,Vault,E,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,
Quinn,QuinnR,Behind Enemy Lines,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Rakan,Rakan_P.png,Fey Feathers,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Rakan,RakanQ,Gleaming Quill,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Rakan,RakanW,Grand Entrance,W,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
Rakan,RakanE,Battle Dance,E,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,
Rakan,RakanR,The Quickness,R,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Rammus,Armordillo_ScavengeArmor.png,Spiked Shell,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rammus,PowerBall,Powerball,Q,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Rammus,DefensiveBallCurl,Defensive Ball Curl,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Rammus,PuncturingTaunt,Frenzying Taunt,E,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Rammus,Tremors2,Soaring Slam,R,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
Rek'Sai,RekSai_Passive.png,Fury of the Xer'Sai,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rek'Sai,RekSaiQ,Queen's Wrath / Prey Seeker,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,
Rek'Sai,RekSaiW,Burrow / Un-burrow,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Rek'Sai,RekSaiE,Furious Bite / Tunnel,E,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,
Rek'Sai,RekSaiR,Void Rush,R,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,1,,,
Rell,RellP.png,Break the Mold,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rell,RellQ,Shattering Strike,Q,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Rell,RellW_Dismount,Ferromancy: Crash Down,W,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,1,,
Rell,RellE,Full Tilt,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Rell,RellR,Magnet Storm,R,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Renata Glasc,Renata_P.png,Leverage,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renata Glasc,RenataQ,Handshake,Q,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Renata Glasc,RenataW,Bailout,W,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,
Renata Glasc,RenataE,Loyalty Program,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,
Renata Glasc,RenataR,Hostile Takeover,R,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renekton,Renekton_Passive.png,Reign of Anger,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renekton,RenektonCleave,Cull the Meek,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Renekton,RenektonPreExecute,Ruthless Predator,W,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Renekton,RenektonSliceAndDice,Slice and Dice,E,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
Renekton,RenektonReignOfTheTyrant,Dominus,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Rengar,Rengar_P.png,Unseen Predator,P,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,
Rengar,RengarQ,Savagery,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Rengar,RengarW,Battle Roar,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Rengar,RengarE,Bola Strike,E,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Rengar,RengarR,Thrill of the Hunt,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Riven,RivenRunicBlades.png,Runic Blade,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riven,RivenTriCleave,Broken Wings,Q,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,1,,,
Riven,RivenMartyr,Ki Burst,W,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Riven,RivenFeint,Valor,E,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,
Riven,RivenFengShuiEngine,Blade of the Exile,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Rumble,Rumble_JunkyardTitan1.png,Junkyard Titan,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumble,RumbleFlameThrower,Flamespitter,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Rumble,RumbleShield,Scrap Shield,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
Rumble,RumbleGrenade,Electro Harpoon,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,
Rumble,RumbleCarpetBomb,The Equalizer,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Ryze,Ryze_P.png,Arcane Mastery,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryze,RyzeQWrapper,Overload,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,,
Ryze,RyzeW,Rune Prison,W,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Ryze,RyzeE,Spell Flux,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Ryze,RyzeR,Realm Warp,R,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
Samira,SamiraP.png,Daredevil Impulse,P,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,
Samira,SamiraQ,Flair,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Samira,SamiraW,Blade Whirl,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,
Samira,SamiraE,Wild Rush,E,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,1,,
Samira,SamiraR,Inferno Trigger,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Sejuani,Sejuani_passive.png,Fury of the North,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sejuani,SejuaniQ,Arctic Assault,Q,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,
Sejuani,SejuaniW,Winter's Wrath,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Sejuani,SejuaniE,Permafrost,E,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,
Sejuani,SejuaniR,Glacial Prison,R,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Senna,Senna_Passive.png,Absolution,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Senna,SennaQ,Piercing Darkness,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Senna,SennaW,Last Embrace,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Senna,SennaE,Curse of the Black Mist,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Senna,SennaR,Dawning Shadow,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Seraphine,Seraphine_Passive.png,Stage Presence,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seraphine,SeraphineQ,High Note,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Seraphine,SeraphineW,Surround Sound,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
Seraphine,SeraphineE,Beat Drop,E,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Seraphine,SeraphineR,Encore,R,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Sett,Sett_P.png,Pit Grit,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sett,SettQ,Knuckle Down,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,
Sett,SettW,Haymaker,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,
Sett,SettE,Facebreaker,E,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Sett,SettR,The Show Stopper,R,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,
Shaco,Jester_CarefulStrikes.png,Backstab,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
